,Name,Specialization,Highest degree,Experience,Fee,Wait_time,Number of Patients,Satisfaction_level,Location
363,Dr. Shazia Younas,Gynecologist,MBBS,24.0,1500.0,Under 15 Min,42.0,98,Lahore
364,Assoc. Prof. Dr. Noreen Huma,Gynecologist,MBBS,20.0,3000.0,Under 15 Min,35.0,95,Lahore
365,Dr. Ayesha Azam Khan,Gynecologist,MBBS,19.0,2000.0,15 - 30 Min,417.0,99,Lahore
366,Dr. Tahmina Sardar,Gynecologist,MBBS,18.0,1000.0,Under 15 Min,721.0,97,Lahore
367,Dr. Shabnam Muhammad Ali,Gynecologist,MBBS,15.0,2000.0,Under 15 Min,57.0,100,Lahore
368,Assist. Prof. Dr. Kiran Iqbal,Gynecologist,MBBS,20.0,3000.0,Under 15 Min,22.0,100,Lahore
369,Dr. Sobia Zafar,Gynecologist,MBBS,14.0,2500.0,15 - 30 Min,24.0,95,Lahore
370,Dr. Humaira Yousaf,Gynecologist,MBBS,10.0,1000.0,Under 15 Min,33.0,97,Lahore
371,Dr. Yasmeen Rehman,Gynecologist,MBBS (PB),32.0,3000.0,Under 15 Min,2.0,100,Lahore
372,Dr. Farah Naz Aziz,Gynecologist,MBBS (K.E),22.0,2000.0,Under 15 Min,74.0,96,Lahore
373,Prof. Dr. Kokab Zia,Gynecologist,MBBS,32.0,2000.0,Under 15 Min,6.0,100,Lahore
374,Dr. Ayesha Jawed,Gynecologist,MBBS,8.0,2000.0,Under 15 Min,58.0,98,Lahore
375,Dr. Ayesha Ahmed,Gynecologist,MBBS,10.0,4000.0,Under 15 Min,96.0,100,Lahore
376,Assoc. Prof. Dr. Saima Zaki,Gynecologist,MBBS,19.0,2500.0,15 - 30 Min,998.0,98,Lahore
377,Dr. Beenish Umer,Gynecologist,MBBS,10.0,1000.0,Under 15 Min,40.0,100,Lahore
378,Dr. Sumaira Asif,Gynecologist,MBBS,7.0,1000.0,Under 15 Min,25.0,95,Lahore
379,Dr. Sadia Aman,Gynecologist,MBBS,10.0,1200.0,Under 15 Min,50.0,100,Lahore
380,Dr. Madiha Adnan,Gynecologist,MBBS,12.0,1000.0,Under 15 Min,3.0,100,Lahore
381,Dr. Fauzia Anjum,Gynecologist,MBBS,18.0,4000.0,15 - 30 Min,770.0,99,Lahore
382,Dr. Khola Zeeshan,Gynecologist,MBBS,15.0,3000.0,Under 15 Min,88.0,100,Lahore
383,Dr. Shazia Zulfiqar,Gynecologist,MBBS,13.0,1000.0,Under 15 Min,52.0,100,Lahore
384,Dr. Sarah Riaz,Gynecologist,MBBS,9.0,1500.0,15 - 30 Min,84.0,100,Lahore
385,Dr. Nagina Rashid,Gynecologist,MBBS,22.0,2000.0,15 - 30 Min,456.0,99,Lahore
386,Dr. Rukhsana Babar,Gynecologist,F.C.P.S.,24.0,1000.0,Under 15 Min,93.0,99,Lahore
387,Dr. Safdar Iqbal,Gynecologist,MBBS,27.0,2000.0,15 - 30 Min,24.0,100,Lahore
388,Dr. Samina Siddique,Gynecologist,MBBS,25.0,3500.0,Under 15 Min,415.0,98,Lahore
389,Dr. Komal Iftikhar Tarar,Gynecologist,MBBS,10.0,2500.0,Under 15 Min,40.0,97,Lahore
390,Prof. Dr. Shaista Waheed,Gynecologist,MBBS,25.0,2500.0,Under 15 Min,235.0,99,Lahore
391,Dr. Ammara Naveed,Gynecologist,MBBS,10.0,1000.0,Under 15 Min,95.0,97,Lahore
392,Dr. Hiba Anjum,Gynecologist,MBBS,10.0,1500.0,Under 15 Min,4.0,100,Lahore
393,Dr. Ambreen Iqbal,Gynecologist,MBBS,18.0,2000.0,Under 15 Min,356.0,98,Lahore
394,Dr. Rabia Mushtaq,Gynecologist,MBBS,18.0,4000.0,Under 15 Min,54.0,97,Lahore
395,Dr. Memoona Faiyaz,Gynecologist,MBBS,18.0,3000.0,Under 15 Min,9.0,100,Lahore
396,Dr. Shaherzad Sohail,Gynecologist,MBBS,22.0,1000.0,Under 15 Min,62.0,100,Lahore
397,Dr. Ayesha Mohsin,Gynecologist,MBBS,22.0,2000.0,15 - 30 Min,596.0,100,Lahore
398,Dr. Ambar Riaz,Gynecologist,MBBS,12.0,1000.0,Under 15 Min,58.0,98,Lahore
399,Prof. Dr. Alia Bashir,Gynecologist,MBBS,33.0,3000.0,15 - 30 Min,352.0,98,Lahore
400,Dr. Razia Ghafoor,Gynecologist,MBBS,15.0,1000.0,15 - 30 Min,2.0,100,Lahore
401,Dr. Wajeeha Fatima,Gynecologist,MBBS,10.0,1000.0,Under 15 Min,18.0,93,Lahore
402,Prof. Dr. Nadia Zahid,Gynecologist,MBBS,25.0,2500.0,Under 15 Min,554.0,100,Lahore
403,Dr. Maliha Masih Uddin,Gynecologist,MBBS,10.0,2000.0,Under 15 Min,7.0,100,Lahore
404,Dr. Zunaira Lutfullah,Gynecologist,MBBS,9.0,1000.0,15 - 30 Min,10.0,100,Lahore
405,Lt. Col. (R) Dr. Shazia Shakeel,Gynecologist,MBBS,28.0,3000.0,Under 15 Min,292.0,100,Lahore
406,Prof. Dr. Saima Javed,Gynecologist,MBBS,20.0,2000.0,Under 15 Min,57.0,98,Lahore
407,Dr. Sarah Hafeez,Gynecologist,MBBS,10.0,2000.0,15 - 30 Min,9.0,86,Lahore
408,Dr. Shysta Shaukat,Gynecologist,MBBS,20.0,2000.0,Under 15 Min,375.0,95,Lahore
409,Dr. Kiran Khalid,Gynecologist,MBBS,16.0,1000.0,Under 15 Min,188.0,94,Lahore
410,Dr. Habiba Gull,Gynecologist,MBBS,8.0,1000.0,Under 15 Min,6.0,100,Lahore
411,Assist. Prof. Dr. Naheed Rana,Gynecologist,MBBS,35.0,3000.0,Under 15 Min,1364.0,99,Lahore
412,Assist. Prof. Dr. Farrukh Naheed Afzal,Gynecologist,MBBS,20.0,1500.0,15 - 30 Min,19.0,100,Lahore
413,Dr. Nawal Muazam,Gynecologist,MBBS,11.0,3000.0,15 - 30 Min,3.0,100,Lahore
414,Dr. Nazish Khalid,Gynecologist,MBBS,18.0,3000.0,Under 15 Min,34.0,97,Lahore
415,Dr. Farhana Asim,Gynecologist,MBBS,20.0,2000.0,15 - 30 Min,520.0,100,Lahore
416,Dr. Iffat Naz,Gynecologist,MBBS,20.0,2000.0,15 - 30 Min,596.0,100,Lahore
417,Dr. Shazia Tufail,Gynecologist,MBBS,28.0,2000.0,Under 15 Min,3.0,100,Lahore
418,Dr. Nida Hameed,Gynecologist,MBBS,10.0,1000.0,Under 15 Min,74.0,97,Lahore
419,Dr. Rabya Arshad,Gynecologist,MBBS,9.0,2000.0,Under 15 Min,27.0,100,Lahore
420,Dr. Amreen Khan,Gynecologist,MBBS,10.0,1000.0,Under 15 Min,701.0,92,Lahore
421,Prof. Col. Dr. Nazli Hameed,Gynecologist,MBBS,33.0,3000.0,Under 15 Min,1097.0,98,Lahore
422,Dr. Sana Nazir,Gynecologist,MBBS,12.0,2500.0,Under 15 Min,17.0,100,Lahore
423,Dr. Momina Samina Asaf,Gynecologist,MBBS,18.0,1500.0,Under 15 Min,225.0,97,Lahore
424,Assist. Prof. Dr.  Natasha Usman,Gynecologist,MBBS,10.0,1000.0,Under 15 Min,35.0,100,Lahore
425,Dr. Adiba Akhtar Khalil,Gynecologist,MBBS,30.0,1500.0,15 - 30 Min,25.0,100,Islamabad
426,Dr. Huma Karamat,Gynecologist,MBBS,16.0,3000.0,15 - 30 Min,45.0,100,Islamabad
427,Lt. Col (R). Assoc. Prof Sadia Arif,Gynecologist,MBBS,25.0,1500.0,Under 15 Min,251.0,99,Islamabad
428,Dr. Beenish Khurram,Gynecologist,MBBS,10.0,3000.0,Under 15 Min,8.0,100,Islamabad
429,Prof. Dr. Ghazala Bashir,Gynecologist,MBBS,33.0,3000.0,Under 15 Min,883.0,99,Islamabad
430,Prof. Dr. Saira Afghan,Gynecologist,MBBS,34.0,2500.0,Under 15 Min,766.0,97,Islamabad
431,Dr. Naila Kamal,Gynecologist,MBBS,8.0,1000.0,15 - 30 Min,6.0,100,Islamabad
432,Dr. Riffat Naz,Gynecologist,MBBS,31.0,3000.0,Under 15 Min,143.0,99,Islamabad
433,Dr. Shumaila Mubashar,Gynecologist,MBBS,27.0,3000.0,Under 15 Min,77.0,99,Islamabad
434,Dr. Taqdees Naqaish,Gynecologist,MBBS,30.0,3000.0,Under 15 Min,233.0,99,Islamabad
435,Dr. Maria Athar,Gynecologist,MBBS,12.0,1000.0,Under 15 Min,7.0,100,Islamabad
436,Dr. Uzma Saleem,Gynecologist,MBBS,12.0,2500.0,15 - 30 Min,596.0,100,Islamabad
437,Dr. Tayyaba Bashir,Gynecologist,MBBS,15.0,2000.0,Under 15 Min,101.0,100,Islamabad
438,Dr. Maria Tariq,Gynecologist,MBBS,11.0,2500.0,Under 15 Min,64.0,98,Islamabad
439,Dr. Armghana Ali,Gynecologist,MBBS,16.0,1500.0,Under 15 Min,4.0,100,Islamabad
440,Dr. Anam Mumtaz,Gynecologist,MBBS,8.0,2000.0,15 - 30 Min,100.0,100,Islamabad
441,Dr. Bushra Babur,Gynecologist,MBBS,16.0,1000.0,15 - 30 Min,59.0,96,Islamabad
442,Dr. Nausheen Qamar,Gynecologist,MBBS,19.0,2500.0,Under 15 Min,528.0,98,Islamabad
443,Dr. Samina Arshad,Gynecologist,MBBS,20.0,2500.0,Under 15 Min,1003.0,99,Islamabad
444,Dr. Ayeza Jabbar,Gynecologist,MBBS,5.0,1000.0,15 - 30 Min,2.0,100,Islamabad
445,Dr. Amna Abbasi,Gynecologist,MBBS,9.0,1500.0,Under 15 Min,326.0,98,Islamabad
446,Prof. Dr. Ghazala Sadiq,Gynecologist,MBBS,35.0,1500.0,Under 15 Min,520.0,96,Islamabad
447,Dr. Amna Najam,Gynecologist,MBBS,13.0,2000.0,15 - 30 Min,255.0,100,Islamabad
448,Dr. Narjis Mehdi,Gynecologist,MBBS,18.0,1000.0,Under 15 Min,5.0,100,Islamabad
449,Dr. Sobia Saqib,Gynecologist,MBBS,18.0,2000.0,Under 15 Min,102.0,100,Islamabad
450,Dr. Shumaila Maqsood,Gynecologist,MBBS,10.0,1500.0,Under 15 Min,117.0,100,Islamabad
451,Dr. Rubia Afshan,Gynecologist,MBBS,32.0,2500.0,Under 15 Min,6.0,100,Islamabad
452,Dr. Farwa Hameed,Gynecologist,MBBS,14.0,1500.0,Under 15 Min,651.0,98,Islamabad
453,Dr. Fakhira Shafique,Gynecologist,MBBS,30.0,1000.0,Under 15 Min,1979.0,99,Islamabad
454,Dr. Tahira Nasreen,Gynecologist,MBBS,15.0,1500.0,Under 15 Min,129.0,98,Islamabad
455,Dr. Sadia Waqar,Gynecologist,MBBS,6.0,1000.0,Under 15 Min,58.0,96,Islamabad
456,Prof. Dr. Arifa Bari,Gynecologist,MBBS,20.0,1800.0,Under 15 Min,254.0,99,Islamabad
457,Dr. Sehrana Kousar,Gynecologist,MBBS,16.0,1000.0,15 - 30 Min,3.0,100,Islamabad
458,Dr. Mahree Sherzad,Gynecologist,MBBS,9.0,1000.0,Under 15 Min,2.0,100,Islamabad
459,Dr. Humaira Sikander,Gynecologist,MBBS,33.0,2000.0,Under 15 Min,82.0,100,Islamabad
460,Dr. Sheeba Noreen,Gynecologist,MBBS,23.0,2000.0,Under 15 Min,42.0,98,Islamabad
461,Dr. Amna Mahvish Haider,Gynecologist,MBBS,9.0,2500.0,Under 15 Min,12.0,100,Islamabad
462,Dr. Sadia Fatima,Gynecologist,MBBS,9.0,2500.0,15 - 30 Min,596.0,100,Islamabad
463,Prof. Dr. Umber Jalil Bakhtiar,Gynecologist,MBBS,19.0,2000.0,15 - 30 Min,647.0,98,Islamabad
464,Assoc. Prof. Dr. Ayesha Basharat,Gynecologist,MBBS,19.0,1000.0,15 - 30 Min,596.0,98,Islamabad
465,Dr. Zainab Maqsood,Gynecologist,MBBS,6.0,1000.0,Under 15 Min,128.0,98,Islamabad
466,Dr. Aqsa Asif,Gynecologist,MBBS,23.0,1500.0,Under 15 Min,268.0,100,Islamabad
467,Prof. Dr. Nosheela Amjad,Gynecologist,MBBS,21.0,1000.0,15 - 30 Min,7.0,100,Islamabad
468,Dr. Aisha Rabbani,Gynecologist,MBBS,20.0,1500.0,15 - 30 Min,174.0,99,Islamabad
469,Dr. Rukhsana Nazir,Gynecologist,MBBS,20.0,1000.0,15 - 30 Min,596.0,99,Islamabad
470,Dr. Uzma Nayyar,Gynecologist,MBBS,15.0,2500.0,Under 15 Min,53.0,98,Islamabad
471,Dr. Sana Maryam,Gynecologist,MBBS,15.0,2200.0,Under 15 Min,8.0,100,Islamabad
472,Dr. Mehreena Zammarrud,Gynecologist,MBBS,20.0,2000.0,Under 15 Min,20.0,100,Islamabad
473,Dr. Gul Amber Benish,Gynecologist,MBBS,10.0,2500.0,Under 15 Min,34.0,100,Islamabad
474,Dr. Afnan Rizwan,Gynecologist,MBBS,25.0,2500.0,Under 15 Min,5.0,100,Islamabad
475,Dr. Saira Lateef Mufti,Gynecologist,MBBS,17.0,3000.0,Under 15 Min,63.0,97,Islamabad
476,Dr. Sana Junaid Abbasi,Gynecologist,MBBS,12.0,1500.0,Under 15 Min,702.0,98,Islamabad
477,Dr. Zubia Zulfiqar,Gynecologist,MBBS,5.0,1000.0,Under 15 Min,7.0,100,Islamabad
478,Dr. Ayesha Ghaffar,Gynecologist,MBBS,12.0,2000.0,Under 15 Min,19.0,100,Islamabad
479,Assist. Prof. Dr. Sadiq Jan,Gynecologist,MBBS,15.0,2500.0,Under 15 Min,5.0,100,Islamabad
480,Dr. Ammarah Khalid Mahmood,Gynecologist,MBBS,18.0,1000.0,Under 15 Min,35.0,100,Islamabad
481,Dr. Sabeen Aslam,Gynecologist,MBBS,19.0,2200.0,Under 15 Min,73.0,100,Islamabad
482,Dr. Farrah Ghalib,Gynecologist,MBBS,12.0,2000.0,Under 15 Min,31.0,100,Islamabad
483,Dr. Sadia Irum,Gynecologist,MBBS,12.0,1500.0,15 - 30 Min,596.0,100,Islamabad
484,Dr. Hamna Shahid,Gynecologist,MBBS,20.0,2500.0,Under 15 Min,18.0,100,Islamabad
485,Dr. Fatima Anwar,Gynecologist,MBBS,8.0,1000.0,Under 15 Min,6.0,100,Islamabad
486,Dr. Oreekha Amin,Gynecologist,MBBS,8.0,1000.0,15 - 30 Min,596.0,100,Islamabad
487,Dr. Sabahat Makhdoom,Gynecologist,MBBS,13.0,1000.0,Under 15 Min,99.0,100,Islamabad
488,Dr. Robina Anees,Gynecologist,MBBS,15.0,1000.0,Under 15 Min,291.0,98,Islamabad
489,Assoc. Prof. Dr. Tasneem Akhtar,Gynecologist,MBBS,20.0,3900.0,Under 15 Min,656.0,98,Islamabad
490,Dr. Shazia Nazir,Gynecologist,MBBS,25.0,2500.0,Under 15 Min,13.0,100,Islamabad
491,Dr. Hina Ayesha Nadeem,Gynecologist,MBBS,19.0,2500.0,Under 15 Min,100.0,99,Islamabad
492,Dr. Anisa Saleem,Gynecologist,MBBS,7.0,2000.0,Under 15 Min,97.0,98,Islamabad
493,Dr. Qurat ul Ain Junaid,Gynecologist,MBBS,19.0,2000.0,15 - 30 Min,268.0,100,Islamabad
494,Dr. Saba Ayub,Gynecologist,MBBS,10.0,1000.0,Under 15 Min,5.0,80,Islamabad
495,Dr. Majidah Zafar,Gynecologist,MBBS,14.0,2200.0,Under 15 Min,113.0,100,Islamabad
496,Dr. Ainy,Gynecologist,MBBS,8.0,2000.0,Under 15 Min,18.0,100,Islamabad
497,Dr. Moona Tufail,Gynecologist,MBBS,23.0,1000.0,Under 15 Min,4.0,100,Islamabad
498,Prof. Dr. Bushra Kant,Gynecologist,MBBS,30.0,2500.0,Under 15 Min,6.0,100,Islamabad
499,Dr. Afshan Zaman,Gynecologist,MBBS,9.0,1000.0,15 - 30 Min,6.0,100,Islamabad
500,Dr. Nazish Butt,Gynecologist,MBBS,10.0,1000.0,15 - 30 Min,20.0,100,Islamabad
501,Dr. Rukhsana Bashir,Gynecologist,MBBS,15.0,1000.0,15 - 30 Min,4.0,100,Islamabad
502,Dr. Fareesa Waqar,Gynecologist,MBBS,15.0,1000.0,15 - 30 Min,596.0,100,Islamabad
503,Dr. Saima Yaqoob,Gynecologist,MBBS,2.0,1000.0,Under 15 Min,17.0,100,Islamabad
504,Dr. Mashal Kafeel Qureshi,Gynecologist,MBBS,7.0,1000.0,15 - 30 Min,11.0,100,Islamabad
505,Dr. Saima Ali,Gynecologist,MBBS,15.0,1000.0,Under 15 Min,8.0,100,Islamabad
506,Dr. Sajida Guftaar,Gynecologist,MBBS,20.0,1000.0,Under 15 Min,13.0,100,Islamabad
507,Dr. Asma Ayaz,Gynecologist,MBBS,14.0,1000.0,Under 15 Min,102.0,100,Islamabad
508,Dr. Noreen Mirza,Gynecologist,MBBS,12.0,1000.0,Under 15 Min,4.0,100,Islamabad
509,Dr. Kaneez Fatima,Gynecologist,MBBS,7.0,1000.0,Under 15 Min,97.0,97,Islamabad
510,Dr. Saadiya Shabbir Khokhar,Gynecologist,MBBS,20.0,1000.0,15 - 30 Min,86.0,100,Islamabad
511,Dr. Tahira Batool Chaudhry,Gynecologist,MBBS,36.0,1000.0,15 - 30 Min,404.0,97,Islamabad
512,Dr. Amina Nadir,Gynecologist,MBBS (Gold Medalist),11.0,1000.0,Under 15 Min,72.0,95,Islamabad
513,Assoc. Prof. Dr Tahira Khalid,Gynecologist,MBBS,25.0,1000.0,Under 15 Min,47.0,94,Islamabad
514,Dr. Moniza Imran,Gynecologist,MBBS,25.0,1000.0,15 - 30 Min,596.0,94,Islamabad
515,Dr. Masooda Rasheed,Gynecologist,MBBS,8.0,1000.0,Under 15 Min,3.0,100,Islamabad
516,Dr. Shaheen Ashraf Khan,Gynecologist,MBBS (UAE),27.0,1000.0,Under 15 Min,307.0,98,Islamabad
517,Dr. Shazia Sharaf,Gynecologist,MBBS,27.0,1000.0,15 - 30 Min,596.0,98,Islamabad
518,Dr. Ambreen Naveed Haq,Gynecologist,MBBS,20.0,1000.0,15 - 30 Min,160.0,90,Islamabad
519,Dr. Sonia Zaffar,Gynecologist,MBBS,20.0,1000.0,15 - 30 Min,596.0,90,Islamabad
520,Dr. Aaseya Hanif Baig,Gynecologist,MBBS,20.0,1000.0,Under 15 Min,37.0,100,Islamabad
521,Maj. Dr. Humaira Hafeez,Gynecologist,MBBS,20.0,1000.0,15 - 30 Min,596.0,100,Islamabad
522,Dr. Fahmida Tabassum,Gynecologist,MBBS,35.0,1000.0,Under 15 Min,36.0,98,Islamabad
523,Assit. Prof. Dr. Sidra Amir,Gynecologist,MBBS,14.0,1000.0,Under 15 Min,29.0,100,Islamabad
524,Dr. Sadaf Shahid,Gynecologist,MBBS,10.0,1000.0,Under 15 Min,18.0,93,Islamabad
525,Prof. Dr. Zeba Munzar,Gynecologist,MBBS,10.0,1000.0,15 - 30 Min,596.0,93,Islamabad
526,Dr. Saniya Naheed,Gynecologist,MBBS,6.0,1000.0,15 - 30 Min,15.0,100,Islamabad
527,Dr. Rubina Zammarrud,Gynecologist,MBBS,6.0,1000.0,15 - 30 Min,596.0,100,Islamabad
528,Assist. Prof. Dr. Uzma Rahman Kallue,Gynecologist,MBBS,35.0,1000.0,15 - 30 Min,9.0,100,Islamabad
529,Dr. Shahida Jamil Afridi,Gynecologist,MBBS,35.0,1000.0,15 - 30 Min,596.0,100,Islamabad
530,Dr. Naila Hina Qazi,Gynecologist,MBBS,11.0,1000.0,15 - 30 Min,30.0,100,Islamabad
531,Dr. Shamim Fatima,Gynecologist,MBBS,39.0,1500.0,Under 15 Min,37.0,97,Karachi
