,Name,Specialization,Highest degree,Experience,Fee,Wait_time,Number of Patients,Satisfaction_level,Location
1840,Dr. Anam Raheel,Pediatrician,MBBS,5.0,1200.0,Under 15 Min,47.0,100,Lahore
1841,Dr. Anjum Saeed,Gastroenterologist,MBBS,20.0,3000.0,Under 15 Min,114.0,98,Lahore
1842,Assoc. Prof. Dr. Muhammad Arshad Alvi,Gastroenterologist,MBBS,22.0,2500.0,15 - 30 Min,2555.0,99,Lahore
1843,Dr. Nida Zeeshan,Pediatrician,MBBS,10.0,1500.0,Under 15 Min,283.0,100,Lahore
1844,Dr. Abdul Rehman,Pediatrician,MBBS,10.0,1000.0,Under 15 Min,68.0,100,Lahore
1845,Dr. Sana Javed,Pediatrician,MBBS,10.0,3000.0,Under 15 Min,4.0,100,Lahore
1846,Dr. Muhammad Alam Khan,Pediatrician,M.D Pediatric Medicine,13.0,1000.0,Under 15 Min,50.0,96,Lahore
1847,Dr. Maria Mehmood,Pediatrician,MBBS,10.0,2500.0,15 - 30 Min,13.0,100,Lahore
1848,Dr. Binish Ali,Pediatrician,MBBS,11.0,1000.0,Under 15 Min,152.0,96,Lahore
1849,Assoc. Prof. Dr. Hassan Suleman Malik,Gastroenterologist,MBBS,19.0,3000.0,15 - 30 Min,1125.0,98,Lahore
1850,Dr. Mansur Ur Rehman,Pediatrician,MBBS,20.0,2000.0,Under 15 Min,12.0,100,Lahore
1851,Dr. Faiza Khan,Pediatrician,MBBS,20.0,1000.0,Under 15 Min,129.0,99,Lahore
1852,Dr. Muhammad Burhan Ayub,Pediatrician,MBBS,9.0,2500.0,Under 15 Min,4.0,100,Lahore
1853,Dr. Muhammad Zeeshan Khan,Pediatrician,MBBS,18.0,2000.0,Under 15 Min,289.0,99,Lahore
1854,Dr. Muhammad Waseem Aftab,Pediatrician,MBBS,11.0,1000.0,15 - 30 Min,35.0,92,Lahore
1855,Assist. Prof. Dr Muhammad Shahzad,Pediatrician,MBBS,19.0,2000.0,Under 15 Min,296.0,99,Lahore
1856,Dr. Hafiz Haseeb Hanif,Pediatrician,MBBS,9.0,1500.0,15 - 30 Min,34.0,96,Lahore
1857,Dr. M Asif Chaudhry,Pediatrician,MBBS,15.0,1500.0,Under 15 Min,13.0,100,Lahore
1858,Dr. Muhammad Akbar Malik,Neurologist,MBBS,32.0,4000.0,Under 15 Min,96.0,99,Lahore
1859,Dr. Muhammad Jamil,Pediatrician,MBBS,25.0,1200.0,Under 15 Min,1.0,100,Lahore
1860,Dr. Umer Riaz,Pediatrician,MBBS,12.0,3000.0,Under 15 Min,6.0,100,Lahore
1861,Lt. Col. (R) Dr. Irfan Ahmad,Pediatrician,MBBS,28.0,2500.0,15 - 30 Min,13.0,100,Lahore
1862,Dr. Tayyab Javed,Pediatrician,MBBS,5.0,1500.0,Under 15 Min,19.0,100,Lahore
1863,Dr. Rabia Haq,Pediatrician,MBBS,10.0,1500.0,Under 15 Min,13.0,100,Lahore
1864,Assoc. Prof. Dr. Ayesha Khalid,Pediatrician,MBBS,33.0,1000.0,Under 15 Min,37.0,100,Lahore
1865,Dr. Zafar Iqbal Bhatti,Pediatrician,MBBS,33.0,3000.0,15 - 30 Min,596.0,100,Lahore
1866,Dr. Saba Abdul Sattar,Pediatrician,MBBS,33.0,2500.0,15 - 30 Min,596.0,100,Lahore
1867,Dr. Zahid Abrar,Pediatrician,MBBS,37.0,1000.0,Under 15 Min,484.0,99,Lahore
1868,Dr. Ayesha Rafiq,Pediatrician,MBBS,8.0,1000.0,Under 15 Min,7.0,80,Lahore
1869,Dr. Adeel Masoud,Pediatrician,MBBS,13.0,1000.0,45 - 60 Min,1.0,100,Lahore
1870,Dr. Waqas Ali,Pediatrician,MBBS,7.0,1000.0,Under 15 Min,16.0,93,Lahore
1871,Dr. Rehman Sher,Pediatrician,MBBS,8.0,1000.0,15 - 30 Min,142.0,98,Lahore
1872,Assist. Prof. Dr. Syed Asif Akbar Shah,Pediatrician,MBBS (AMC),10.0,1000.0,15 - 30 Min,50.0,94,Lahore
1873,Prof. Dr. Muhammad Aslam Khan,Pediatrician,MBBS,30.0,1000.0,Under 15 Min,14.0,100,Lahore
1874,Dr. Luqman Iqbal,Pediatrician,MBBS,10.0,1000.0,Under 15 Min,23.0,100,Lahore
1875,Brig. Dr. Bashir Ahmad Malik,Pediatrician,MBBS,33.0,1000.0,Under 15 Min,11.0,100,Lahore
1876,Dr. Fatima Zeeshan,Pediatrician,MBBS,16.0,1000.0,Under 15 Min,21.0,100,Lahore
1877,Col. (R) Dr. Sohail Aslam,Pediatrician,MBBS,30.0,2000.0,Under 15 Min,122.0,99,Islamabad
1878,Dr. Malik Qaiser Awan,Pediatrician,M.C.P.S,12.0,1500.0,Under 15 Min,637.0,99,Islamabad
1879,Dr. Muhammad Jawad,Pediatrician,MBBS,12.0,1000.0,Under 15 Min,31.0,100,Islamabad
1880,Dr. Allaud Din,Pediatrician,M.B.,30.0,3000.0,15 - 30 Min,32.0,100,Islamabad
1881,Dr. Mulazim Hussain,Pediatrician,MBBS,15.0,3000.0,Under 15 Min,25.0,100,Islamabad
1882,Dr. Mohammad Kamran Khan,Pediatrician,MBBS,25.0,1500.0,Under 15 Min,160.0,98,Islamabad
1883,Dr. Abida Faiz Talpur,Pediatrician,MBBS,8.0,1000.0,Under 15 Min,25.0,100,Islamabad
1884,Dr. Mohsin Hasan,Pediatrician,MBBS (K.E),18.0,2800.0,Under 15 Min,116.0,100,Islamabad
1885,Dr. Varda tuz Zahra,Pediatrician,MBBS,10.0,2000.0,15 - 30 Min,915.0,99,Islamabad
1886,Dr. Ghazala Mumtaz,Pediatrician,MBBS,35.0,3000.0,Under 15 Min,5.0,100,Islamabad
1887,Dr. Nayab Ashfaq,Pediatrician,MBBS,10.0,1000.0,Under 15 Min,94.0,100,Islamabad
1888,Dr. Farhan Ansari,Pediatrician,MBBS,24.0,5000.0,Under 15 Min,243.0,100,Islamabad
1889,Dr. Bushra Adeel,Pediatrician,MBBS,13.0,1500.0,15 - 30 Min,114.0,100,Islamabad
1890,Dr. Samer Sikander,Pediatrician,MBBS,8.0,1000.0,15 - 30 Min,12.0,86,Islamabad
1891,Dr. Saba Bakht,Pediatrician,MBBS,14.0,2000.0,Under 15 Min,181.0,100,Islamabad
1892,Dr. Muhammad Mutassim Ismail,Pediatrician,MBBS,14.0,2500.0,15 - 30 Min,140.0,100,Islamabad
1893,Dr. Talat Pervaiz,Pediatrician,MD,19.0,2200.0,15 - 30 Min,300.0,99,Islamabad
1894,Dr. Inayat Ullah Khand,Pediatrician,MBBS,23.0,2500.0,Under 15 Min,632.0,99,Islamabad
1895,Dr. Malik Abid Ali,Pediatrician,MBBS,15.0,2500.0,Under 15 Min,45.0,100,Islamabad
1896,Dr. Saba Idrees,Pediatrician,MBBS,10.0,3000.0,Under 15 Min,148.0,100,Islamabad
1897,Dr. Qurat Ul Ain Khalid,Pediatrician,MBBS,8.0,1500.0,15 - 30 Min,17.0,100,Islamabad
1898,Dr. Naveed Ashraf,Pediatrician,MBBS,22.0,3000.0,15 - 30 Min,29.0,100,Islamabad
1899,Dr. Muhammad Imran,Pediatrician,MBBS,13.0,1000.0,Under 15 Min,4.0,100,Islamabad
1900,Dr. Saba Afzal Shaikh,Pediatrician,MBBS,20.0,2000.0,15 - 30 Min,254.0,99,Islamabad
1901,Assist. Prof. Dr. Adnan Halim,Pediatrician,MBBS,18.0,3000.0,Under 15 Min,122.0,100,Islamabad
1902,Dr. Wafia Affaan,Pediatrician,MBBS,10.0,2000.0,Under 15 Min,9.0,100,Islamabad
1903,Dr. Nagham Nawaz Awan,Pediatrician,MBBS,6.0,1000.0,Under 15 Min,65.0,94,Islamabad
1904,Dr. Muhammad Wasim Khan,Pediatrician,MBBS,9.0,2000.0,15 - 30 Min,57.0,100,Islamabad
1905,Dr. Imran Mahmood Khan,Pediatrician,MBBS,15.0,2000.0,Under 15 Min,267.0,99,Islamabad
1906,Dr. Mohammad Wisal Khan,Pediatrician,MBBS,43.0,2000.0,Under 15 Min,11.0,100,Islamabad
1907,Dr. Asma Tayyab,Pediatrician,MBBS,8.0,1000.0,Under 15 Min,7.0,100,Islamabad
1908,Dr. Rubina Zulfiqar,Pediatrician,MBBS,40.0,2500.0,30 - 45 Min,6.0,80,Islamabad
1909,Dr. Asma Shabbir,Pediatrician,MBBS,24.0,2000.0,Under 15 Min,41.0,100,Islamabad
1910,Dr. Irshad Hussain,Pediatrician,MBBS,7.0,1500.0,Under 15 Min,657.0,99,Islamabad
1911,Dr. Asma Haroon,Pediatrician,MBBS,12.0,1500.0,Under 15 Min,604.0,98,Islamabad
1912,Dr. Ifrah Nisar,Pediatrician,MBBS,11.0,1500.0,Under 15 Min,30.0,96,Islamabad
1913,Dr. Syed Muhammad Saqlain,Pediatrician,MBBS,5.0,2000.0,Under 15 Min,3.0,100,Islamabad
1914,Dr. Aqeela Ayub,Pediatrician,MBBS,16.0,3000.0,15 - 30 Min,15.0,100,Islamabad
1915,Dr. Firdaus Awan,Pediatrician,MBBS,32.0,3000.0,Under 15 Min,23.0,100,Islamabad
1916,Dr. Ayesha Azmat,Pediatrician,MBBS,12.0,1500.0,Under 15 Min,222.0,97,Islamabad
1917,Dr. Husnain Ali,Pediatrician,MBBS,12.0,2500.0,15 - 30 Min,596.0,97,Islamabad
1918,Dr. Ammara Mushtaq Khan,Pediatrician,MBBS,9.0,1000.0,15 - 30 Min,29.0,100,Islamabad
1919,Dr. Madiha Sadiq,Pediatrician,MBBS,9.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1920,Dr. Muhammad Tariq,Pediatrician,MBBS,5.0,1500.0,15 - 30 Min,20.0,100,Islamabad
1921,Dr. Ayesha Waheed,Pediatrician,MBBS,10.0,2000.0,Under 15 Min,179.0,100,Islamabad
1922,Dr. Syed Awais,Pediatrician,MBBS,5.0,2000.0,15 - 30 Min,44.0,100,Islamabad
1923,Dr. Abdul Salam Wazir,Pediatrician,MBBS,20.0,2000.0,Under 15 Min,216.0,100,Islamabad
1924,Dr. Wahid Ali,Pediatrician,MBBS,14.0,2200.0,Under 15 Min,96.0,100,Islamabad
1925,Dr. Fatima Marmoose,Pediatrician,MBBS,15.0,2000.0,Under 15 Min,82.0,95,Islamabad
1926,Dr. Nauman Naseer,Pediatrician,MBBS,12.0,2500.0,Under 15 Min,3.0,100,Islamabad
1927,Dr. Qura Tul Ain Javaid,Pediatrician,MBBS,7.0,3000.0,Under 15 Min,3.0,100,Islamabad
1928,Dr. Sumbal Saeed,Pediatrician,MBBS,8.0,2500.0,Under 15 Min,1.0,100,Islamabad
1929,Dr. Maliha Akhtar,Pediatrician,MBBS,26.0,1000.0,Under 15 Min,2.0,100,Islamabad
1930,Dr. Asma Mubeen,Pediatrician,MBBS,6.0,1000.0,15 - 30 Min,25.0,67,Islamabad
1931,Prof. Dr. Haider Shirazi,Pediatrician,MBBS,32.0,1000.0,Under 15 Min,185.0,100,Islamabad
1932,Dr. Sadaf Haroon,Pediatrician,MBBS,17.0,1000.0,Under 15 Min,107.0,92,Islamabad
1933,Assist. Prof. Dr. Muhammad Almas Hashmi,Gastroenterologist,MBBS,11.0,1000.0,Under 15 Min,352.0,98,Islamabad
1934,Dr. Sehrish Mukhtar Cheema,Gastroenterologist,MBBS,15.0,1000.0,Under 15 Min,17.0,100,Islamabad
1935,Dr. Syed Abdus Samad,Pediatrician,MBBS,4.0,1000.0,Under 15 Min,45.0,100,Islamabad
1936,Dr. Qurratul Ann,Pediatrician,MBBS  F.C.P.S,12.0,1000.0,15 - 30 Min,3.0,100,Islamabad
1937,Dr. Alia Halim,Pediatrician,MBBS,19.0,1000.0,Under 15 Min,20.0,100,Islamabad
1938,Dr. Junaid Jahangir Abbasi,Pediatrician,MBBS,7.0,1000.0,Under 15 Min,1096.0,99,Islamabad
1939,Assist. Prof. Dr. Israr Liaquat,Pediatrician,MBBS,16.0,1000.0,Under 15 Min,3.0,100,Islamabad
1940,Dr. Taimur Khalil Sheikh,Pediatrician,MBBS,12.0,1000.0,Under 15 Min,12.0,100,Islamabad
1941,Dr. Sadia Batool,Pediatrician,MBBS,12.0,1000.0,15 - 30 Min,1.0,100,Islamabad
1942,Dr. Muhammad Zahid,Pediatrician,MBBS,10.0,1000.0,Under 15 Min,60.0,100,Islamabad
1943,Dr. Bilal Ali Anjum,Pediatrician,MBBS,8.0,1000.0,Under 15 Min,13.0,100,Islamabad
1944,Dr. Nazir Ahmed Khan,Pediatrician,MBBS (Pb),35.0,1000.0,Under 15 Min,10.0,90,Islamabad
1945,Dr. Asad Shabbir,Pediatrician,MBBS,9.0,1000.0,Under 15 Min,20.0,100,Islamabad
1946,Dr. Ali Akbar Sial,Pediatrician,MBBS,9.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1947,Assist. Prof. Dr. Asma Kanwal,Pediatrician,MBBS,16.0,1000.0,Under 15 Min,28.0,100,Islamabad
1948,Dr. Ali Zeeshan,Pediatrician,MBBS,4.0,1000.0,Under 15 Min,21.0,88,Islamabad
1949,Dr. Kiran Ishtiaq,Pediatrician,MBBS,23.0,1000.0,Under 15 Min,10.0,100,Islamabad
1950,Dr. Anum Qayyum,Pediatrician,MBBS,23.0,1000.0,15 - 30 Min,596.0,100,Islamabad
1951,Dr. Khurshid Ahmad Khawaja,Pediatrician,MBBS,37.0,1000.0,Under 15 Min,9.0,100,Islamabad
1952,Dr. Nahid Shahab,Pediatrician,MBBS,35.0,1000.0,Under 15 Min,12.0,92,Islamabad
1953,Dr. Syed Ali Raza,Pediatrician,MBBS,23.0,1000.0,15 - 30 Min,45.0,100,Islamabad
1954,Dr. Muhammad Yousaf,Pediatrician,MBBS,30.0,1000.0,Under 15 Min,16.0,100,Islamabad
1955,Dr. Ibrahim Yusuf,Neurologist,MBBS,20.0,2300.0,15 - 30 Min,8947.0,98,Karachi
1956,Dr. Raj Kumar,Pediatrician,MBBS,15.0,1500.0,15 - 30 Min,16.0,100,Karachi
1957,Dr. Rafat Nasir,Pediatrician,MBBS,36.0,1750.0,Under 15 Min,324.0,99,Karachi
1958,Dr. Hafsa Yousuf,Pediatrician,MBBS,36.0,500.0,15 - 30 Min,596.0,99,Karachi
1959,Dr. Ghulam Murtaza,Pediatrician,MBBS,26.0,1500.0,15 - 30 Min,16.0,100,Karachi
1960,Dr. Iqbal Gatta,Pediatrician,MBBS,38.0,500.0,Under 15 Min,2.0,100,Karachi
1961,Dr. Talaiha Chughtai,Pediatrician,MBBS,4.0,1750.0,Under 15 Min,36.0,95,Karachi
1962,Dr. Seema Asif,Pediatrician,MBBS,13.0,1300.0,Under 15 Min,235.0,99,Karachi
1963,Dr. Mubina Agboatwalla,Pediatrician,MBBS,35.0,1500.0,15 - 30 Min,16.0,89,Karachi
1964,Dr. Haresh Kumar,Pediatrician,MBBS,17.0,700.0,15 - 30 Min,35.0,100,Karachi
1965,Dr. Rafia Jabbar,Pediatrician,MBBS,6.0,1200.0,15 - 30 Min,29.0,100,Karachi
1966,Dr. Qamar Saeed,Pediatrician,MBBS,36.0,2000.0,Under 15 Min,101.0,99,Karachi
1967,Dr. Summera Mehdi,Pediatrician,MBBS,11.0,1400.0,Under 15 Min,54.0,100,Karachi
1968,Dr. Muhammad Omair,Pediatrician,MBBS,6.0,1500.0,Under 15 Min,60.0,100,Karachi
1969,Dr. Raheela Nageen,Pediatrician,MBBS,29.0,1000.0,Under 15 Min,71.0,95,Karachi
1970,Dr. Sadaf Islam,Pediatrician,MBBS,10.0,1500.0,15 - 30 Min,31.0,97,Karachi
1971,Dr. Ambreen Raza,Pediatrician,MBBS,7.0,1500.0,15 - 30 Min,23.0,100,Karachi
1972,Dr. Adeel Khalid,Pediatrician,MBBS,8.0,1000.0,Under 15 Min,7.0,100,Karachi
1973,Dr. Afreena Qureshi,Pediatrician,MBBS,8.0,600.0,Under 15 Min,753.0,99,Karachi
1974,Dr. Sameera Saleem,Pediatrician,MBBS,5.0,1500.0,Under 15 Min,10.0,100,Karachi
1975,Dr. Syed Uzair Maqsood,Pediatrician,MBBS,12.0,1500.0,15 - 30 Min,136.0,100,Karachi
1976,Dr. Imtiaz Ali Khan,Pediatrician,MBBS,36.0,2000.0,Under 15 Min,12.0,100,Karachi
1977,Dr. Naseem Ahmed,Pediatrician,MBBS,7.0,600.0,Under 15 Min,18.0,75,Karachi
1978,Prof. Dr. Arit Parkash,Gastroenterologist,MBBS,15.0,2000.0,15 - 30 Min,24.0,100,Karachi
1979,Dr. Hina Fatima,Pediatrician,MBBS,12.0,1500.0,Under 15 Min,105.0,100,Karachi
1980,Dr. Tania Razi,Pediatrician,MBBS,10.0,600.0,Under 15 Min,136.0,99,Karachi
1981,Dr. Faiqa Hassan,Pediatrician,MBBS,10.0,1500.0,Under 15 Min,25.0,100,Karachi
1982,Dr. Hafsa Ibrahim,Pediatrician,MBBS,9.0,1000.0,Under 15 Min,1824.0,98,Karachi
1983,Dr. Farrukh Muhammed Saleem,Pediatrician,MBBS,8.0,1000.0,Under 15 Min,918.0,98,Karachi
1984,Dr. Nandlal Daryani,Pediatrician,MBBS,33.0,2200.0,Under 15 Min,247.0,97,Karachi
1985,Dr. Zahid Malik,Pediatrician,MBBS,14.0,700.0,Under 15 Min,11.0,100,Karachi
1986,Dr. Nida Yasmin,Pediatrician,MBBS,15.0,1000.0,15 - 30 Min,5.0,100,Karachi
1987,Dr. Shahina Alvi,Pediatrician,MBBS,28.0,3000.0,Under 15 Min,36.0,97,Karachi
1988,Dr. Abdul Saleem,Pediatrician,MBBS,37.0,1000.0,Under 15 Min,72.0,91,Karachi
1989,Dr. Aiza Mustafa,Pediatrician,MBBS,7.0,500.0,15 - 30 Min,453.0,100,Karachi
1990,Dr. Atif Mansoor,Pediatrician,MBBS,10.0,2000.0,Under 15 Min,116.0,87,Karachi
1991,Prof. Dr. Nathu Mal,Pediatrician,MBBS,18.0,1000.0,15 - 30 Min,472.0,99,Karachi
1992,Dr. Hina Khalid,Pediatrician,MBBS,7.0,1000.0,Under 15 Min,440.0,96,Karachi
1993,Dr. Saeed Ahmed,Pediatrician,MBBS,7.0,1500.0,Under 15 Min,8.0,100,Karachi
1994,Dr. Loveena,Pediatrician,MBBS,12.0,1000.0,30 - 45 Min,78.0,100,Karachi
1995,Dr. Eeshah Awan,Pediatrician,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Karachi
1996,Dr. Rajab Ali,Pediatrician,MBBS,15.0,700.0,15 - 30 Min,21.0,100,Karachi
1997,Dr. Hanif Kamal,Pediatrician,MBBS,20.0,1000.0,Under 15 Min,127.0,100,Karachi
1998,Dr. Sajid Jabbar,Pediatrician,MBBS,12.0,800.0,15 - 30 Min,491.0,99,Karachi
1999,Dr. Neel Kanth,Pediatrician,MBBS,35.0,2500.0,Under 15 Min,483.0,97,Karachi
2000,Dr. Hala Mashhood,Pediatrician,MBBS,13.0,1200.0,Under 15 Min,45.0,100,Karachi
2001,Dr. Mushtaq Ahmed,Pediatrician,MBBS,7.0,700.0,15 - 30 Min,82.0,100,Karachi
2002,Dr. Farheen Naseem,Pediatrician,MBBS,6.0,1000.0,Under 15 Min,35.0,100,Karachi
2003,Dr. Khalid Adhia,Pediatrician,MBBS,42.0,2500.0,Under 15 Min,116.0,99,Karachi
2004,Dr. Bilquis Naeem,Pediatrician,MBBS,10.0,1500.0,15 - 30 Min,41.0,100,Karachi
2005,Dr. Chandi Lohana,Pediatrician,MBBS,20.0,2000.0,Under 15 Min,137.0,92,Karachi
2006,Dr. Munawar Ali Siddiqui,Pediatrician,MBBS,30.0,1500.0,Under 15 Min,770.0,97,Karachi
2007,Dr. Mahwish Nadir,Pediatrician,MBBS,9.0,700.0,Under 15 Min,678.0,100,Karachi
2008,Dr. Shahnaz Sajid,Pediatrician,MBBS,35.0,1500.0,Under 15 Min,33.0,100,Karachi
2009,Assist. Prof. Dr. Sadaf Asim,Pediatrician,DCH,15.0,2500.0,30 - 45 Min,7.0,100,Karachi
2010,Dr. Sayyeda Mehreen,Pediatrician,MBBS,9.0,1000.0,15 - 30 Min,23.0,85,Karachi
2011,Dr. Sehrish Arif,Pediatrician,MBBS,11.0,700.0,15 - 30 Min,8.0,100,Karachi
2012,Dr. Kashmala Khan,Pediatrician,MBBS,12.0,1500.0,Under 15 Min,8.0,100,Karachi
2013,Dr. Hana Arbab,Pediatrician,MBBS,6.0,1500.0,Under 15 Min,41.0,100,Karachi
2014,Dr. Mujeeb Rehman,Pediatrician,MBBS,6.0,1000.0,15 - 30 Min,596.0,100,Karachi
2015,Dr. Khalid Mahmood Ahmed,Pediatrician,MBBS,21.0,1500.0,Under 15 Min,274.0,98,Karachi
2016,Dr. Mehtab Hussain,Pediatrician,MBBS,8.0,1500.0,15 - 30 Min,46.0,100,Karachi
2017,Dr. Abdul Ghani,Pediatrician,MBBS,35.0,800.0,Under 15 Min,3.0,100,Karachi
2018,Dr. Memon Mushtaq Ahmed,Pediatrician,MBBS,27.0,1500.0,Under 15 Min,7.0,100,Karachi
2019,Dr. Seema Rajput,Pediatrician,MBBS,23.0,1200.0,Under 15 Min,25.0,100,Karachi
2020,Dr. Syed Habib Ahmed,Pediatrician,MBBS,20.0,1000.0,Under 15 Min,18.0,100,Karachi
2021,Prof. Dr. S. Q. Nizami,Pediatrician,MBBS,20.0,1000.0,15 - 30 Min,596.0,100,Karachi
2022,Dr. Saleem Hassan Mukaddam,Pediatrician,MBBS,20.0,1000.0,15 - 30 Min,596.0,100,Karachi
2023,Dr. Rabbiya Ghias,Pediatrician,MBBS,20.0,1000.0,15 - 30 Min,596.0,100,Karachi
2024,Dr. Shagufta Yasmeen,Pediatrician,MBBS,32.0,1000.0,Under 15 Min,6.0,100,Karachi
2025,Dr. Sami Ahmed,Pediatrician,MBBS,35.0,1000.0,Under 15 Min,26.0,100,Karachi
2026,Dr. Ghulam Nabi,Pediatrician,MBBS,12.0,1000.0,15 - 30 Min,18.0,100,Karachi
2027,Dr. Sada Hussain,Pediatrician,MBBS,12.0,1000.0,15 - 30 Min,596.0,100,Karachi
2028,Dr. Riffat Wasiullah,Pediatrician,MBBS,41.0,1000.0,15 - 30 Min,24.0,100,Karachi
2029,Dr. M. N. Lal,Pediatrician,MBBS,33.0,1000.0,15 - 30 Min,173.0,96,Karachi
2030,Dr. Usha Khatri,Pediatrician,MBBS,23.0,1000.0,15 - 30 Min,11.0,89,Karachi
2031,Dr. M. Saleem Patel,Pediatrician,MBBS,43.0,1000.0,15 - 30 Min,15.0,100,Karachi
2032,Prof. Dr. Syed Jamal Raza,Pediatrician,MBBS,28.0,1000.0,30 - 45 Min,53.0,100,Karachi
2033,Dr. Zamir Hussain,Pediatrician,MBBS,20.0,1000.0,Under 15 Min,41.0,100,Karachi
2034,Dr. Falak Naz,Pediatrician,MBBS,8.0,1000.0,15 - 30 Min,12.0,100,Karachi
2035,Dr. Janki Bai,Pediatrician,MBBS,8.0,1000.0,Under 15 Min,36.0,97,Karachi
2036,Dr. Muhammad Rafique Memon,Pediatrician,MBBS,20.0,1000.0,Under 15 Min,49.0,98,Karachi
2037,Dr. Mehboob Alam,Pediatrician,MBBS,30.0,1000.0,Under 15 Min,3.0,83,Karachi
2038,Dr. Misbah Wasim Munir,Pediatrician,MBBS,30.0,1000.0,15 - 30 Min,596.0,83,Karachi
2039,Dr. Shams Un Nisa Ansari,Pediatrician,MBBS,27.0,1000.0,Under 15 Min,50.0,96,Karachi
2040,Dr. Huma Qureshi,Pediatrician,MBBS,24.0,1000.0,15 - 30 Min,14.0,100,Karachi
2041,Prof. Dr. Shahid Hussain,Pediatrician,MBBS,46.0,1000.0,Under 15 Min,244.0,99,Karachi
2042,Dr. Samina Habib,Dermatologist,MBBS,13.0,1000.0,Under 15 Min,18.0,92,Karachi
2043,Dr. Farrukh Naseem Vohra,Pediatrician,MBBS,33.0,1000.0,15 - 30 Min,82.0,89,Karachi
2044,Dr. Ajmal Iqeek Mirza,Pediatrician,MBBS,20.0,1000.0,Under 15 Min,21.0,90,Karachi
2045,Dr. Taj Muhammad,Pediatrician,MBBS,20.0,1000.0,15 - 30 Min,596.0,90,Karachi
2046,Dr. Tariq Suhail,Pediatrician,MBBS,42.0,1000.0,Under 15 Min,29.0,100,Karachi
2047,Dr. Shafaq Shahid,Pediatrician,MBBS,13.0,1000.0,15 - 30 Min,395.0,99,Karachi
2048,Dr. Hafiz Farjam Ahmed Zakai,Pediatrician,MBBS,8.0,1000.0,Under 15 Min,44.0,97,Karachi
2049,Dr. Aleem Rehman,Dentist,BDS,6.0,1500.0,Under 15 Min,230.0,97,Lahore
2050,Dr. Waleed Toosy,Dentist,MBBS,17.0,2000.0,15 - 30 Min,1824.0,98,Lahore
2051,Dr. Ahmad Shah,Dentist,BDS,17.0,2000.0,15 - 30 Min,596.0,98,Lahore
2052,Prof. Dr. Sobia Malik,Dentist,BDS,27.0,3000.0,Under 15 Min,1625.0,97,Lahore
2053,Assoc. Prof. Dr. Usman Zaheer,Dentist,MBBS,15.0,2000.0,Under 15 Min,144.0,100,Lahore
2054,Dr. Mohsin Kamal,Dentist,MBBS,14.0,2000.0,Under 15 Min,1752.0,100,Lahore
2055,Dr. Mehreen Khaliq,Dentist,MBBS,10.0,2000.0,Under 15 Min,1412.0,100,Lahore
2056,Dr. Muhammad Umair Pervaiz,Dentist,BDS,10.0,2000.0,15 - 30 Min,596.0,100,Lahore
2057,Dr. Imran Khan Jadoon,Dentist,BDS,5.0,2000.0,Under 15 Min,16.0,100,Lahore
2058,Dr. Alina Haider,Dentist,BDS,10.0,3000.0,15 - 30 Min,67.0,100,Lahore
2059,Prof. Dr. Junaid Israr,Dentist,BDS,20.0,2000.0,Under 15 Min,1.0,100,Karachi
2060,Dr. Usman Arif Cheema,Dentist,BDS,10.0,2000.0,15 - 30 Min,68.0,100,Karachi
2061,Dr. Naveed Anwar,Dentist,MBBS,10.0,700.0,Under 15 Min,89.0,100,Karachi
2062,Dr. Muhammad Salman Sansi,Dentist,BDS,2.0,2000.0,15 - 30 Min,1.0,100,Karachi
2063,Dr. Junaid Altaf,Dentist,MBBS,9.0,1000.0,Under 15 Min,120.0,100,Karachi
2064,Brig.(R) Prof. Dr. Assad Abbas,Dentist,MBBS,35.0,2000.0,Under 15 Min,176.0,99,Karachi
2065,Col. (R). Dr. Naseer Ahmed Malik,Dentist,MBBS,47.0,1500.0,Under 15 Min,187.0,95,Karachi
2066,Dr. Zainab Atiq,Dentist,BDS,47.0,1000.0,15 - 30 Min,596.0,95,Karachi
2067,Dr. Zia un Nisa,Dentist,C-Aesthetics,9.0,1000.0,Under 15 Min,45.0,97,Karachi
2068,Dr. Ali Murtaza Sohail,Dentist,D.D.S. (Doctor of Dental Surgery),11.0,1000.0,Under 15 Min,550.0,97,Karachi
2069,Dr. Mishal Farrukh,Dentist,BDS,8.0,1000.0,Under 15 Min,84.0,100,Karachi
2070,Dr. Fiza Asad Sheikh,Dentist,MBBS,8.0,1000.0,15 - 30 Min,104.0,100,Karachi
2071,Dr. Abdullah Amir,Dentist,MBBS,5.0,600.0,Under 15 Min,657.0,100,Karachi
2072,Dr. Iqra Zubair,Dentist,MBBS,3.0,1000.0,15 - 30 Min,6.0,100,Karachi
2073,Dr. Shoaib Hanif,Dentist,BDS,10.0,1500.0,Under 15 Min,44.0,96,Karachi
2074,Dr. Furqan Mahmood,Dentist,MBBS,8.0,2000.0,Under 15 Min,18.0,100,Karachi
2075,Dr. Omer Javaid,Dentist,MBBS,8.0,1000.0,15 - 30 Min,596.0,100,Karachi
2076,Dr. Muhammad Asif Iqbal Khan,Dentist,MBBS,11.0,1000.0,Under 15 Min,75.0,97,Karachi
